studytime,avg_grade
4,6.333333333333333
2,17.666666666666668
2,8.0
3,12.333333333333334
3,9.333333333333334
3,6.333333333333333
2,17.0
2,9.333333333333334
2,11.0
2,9.666666666666666
2,2.0
2,9.0
4,14.333333333333334
2,11.0
2,14.333333333333334
2,10.0
2,12.0
2,9.333333333333334
1,9.0
2,8.333333333333334
1,10.333333333333334
1,8.0
1,10.0
4,12.0
2,9.0
2,10.0
2,11.0
3,18.333333333333332
3,12.333333333333334
3,14.333333333333334
2,14.333333333333334
2,11.333333333333334
3,15.0
2,12.333333333333334
4,18.0
3,13.666666666666666
1,12.333333333333334
2,6.333333333333333
2,8.666666666666666
4,13.666666666666666
1,15.666666666666666
2,11.0
1,10.666666666666666
3,13.666666666666666
4,17.333333333333332
2,14.0
2,12.666666666666666
1,17.666666666666668
1,8.333333333333334
2,13.0
2,10.666666666666666
2,6.0
2,13.0
2,11.666666666666666
2,11.333333333333334
3,13.666666666666666
3,11.666666666666666
2,5.333333333333333
3,9.333333333333334
3,10.666666666666666
2,11.0
2,13.0
2,9.666666666666666
3,11.0
3,13.666666666666666
3,15.333333333333334
3,10.666666666666666
1,15.0
1,10.333333333333334
3,9.333333333333334
3,14.0
4,8.333333333333334
3,13.333333333333334
2,2.3333333333333335
2,5.333333333333333
4,6.333333333333333
3,15.333333333333334
3,13.333333333333334
2,5.0
4,16.0
2,9.666666666666666
3,11.333333333333334
2,6.666666666666667
2,15.333333333333334
2,5.666666666666667
3,10.333333333333334
3,13.333333333333334
3,15.666666666666666
3,9.666666666666666
3,14.333333333333334
1,12.333333333333334
2,7.666666666666667
2,13.0
1,7.666666666666667
1,8.0
2,11.666666666666666
2,9.333333333333334
2,12.666666666666666
2,11.666666666666666
1,10.0
3,16.666666666666668
2,13.0
2,12.333333333333334
2,10.666666666666666
2,15.333333333333334
2,11.666666666666666
2,10.0
3,13.0
1,4.333333333333333
1,10.333333333333334
2,12.333333333333334
2,7.666666666666667
1,12.666666666666666
3,11.666666666666666
1,5.333333333333333
3,18.666666666666668
3,8.666666666666666
3,14.666666666666666
2,9.0
2,15.0
2,10.0
2,14.333333333333334
1,6.666666666666667
2,10.666666666666666
1,3.6666666666666665
1,5.333333333333333
3,9.666666666666666
1,5.666666666666667
3,4.0
2,8.0
2,3.6666666666666665
2,9.0
1,15.333333333333334
1,8.333333333333334
1,11.0
1,8.666666666666666
